Full_Name,Appointing_President_1,Party_of_Appointing_President_1,Degree_Number,School,Degree,Degree_Year,DYear,School_Neat,Degree_Neat
Arenda Lauretta Wright Allen,Barack Obama,Democratic,3,,,,,,
M[ary] Hannah Lauck,Barack Obama,Democratic,3,,,,,,
James Dandridge Halyburton,John Tyler,Whig,3,,,,,,
"Rossie David Alston, Jr.",Donald J. Trump,Republican,3,,,,,,
John Young Mason,Martin Van Buren,Democratic,3,Read law,,1819-01-01,1819,Read law,
"Joseph Calvitt Clarke, Jr.",Gerald Ford,Republican,3,,,,,,
George Hay,John Quincy Adams,Jeffersonian Republican,3,,,,,,
Richard Leroy Williams,Jimmy Carter,Democratic,3,,,,,,
Elmer David Davies,Franklin D. Roosevelt,Democratic,3,,,,,,
Charles Dickens Clark,Grover Cleveland,Democratic,3,,,,,,
Charles Dickens Clark,Grover Cleveland,Democratic,3,,,,,,
Connally Findlay Trigg,Abraham Lincoln,Republican,3,,,,,,
Leland Clure Morton,Richard M. Nixon,Republican,3,,,,,,
David McKendree Key,Rutherford B. Hayes,Republican,3,Hiwassee College,,1850-01-01,1850,Hiwassee,
John J. Gore,Warren G. Harding,Republican,3,,,,,,
Robert L. Echols,George H.W. Bush,Republican,3,,,,,,
Thomas Aquinas Higgins,Ronald Reagan,Republican,3,Vanderbilt University Law School,LL.B.,1957-01-01,1957,Vanderbilt,LL.B.
"William Joseph Haynes, Jr.",William J. Clinton,Democratic,3,,,,,,
Todd J. Campbell,William J. Clinton,Democratic,3,,,,,,
Aleta Arthur Trauger,William J. Clinton,Democratic,3,Vanderbilt University Law School,J.D.,1976-01-01,1976,Vanderbilt,J.D.
"Waverly David Crenshaw, Jr.",Barack Obama,Democratic,3,,,,,,
Kevin Hunter Sharp,Barack Obama,Democratic,3,,,,,,
,Donald J. Trump,Republican,3,,,,,,
"William Lynn Campbell, Jr.",Donald J. Trump,Republican,3,,,,,,
"Frank Gray, Jr.",John F. Kennedy,Democratic,3,,,,,,
"Thomas Anderton Wiseman, Jr.",Jimmy Carter,Democratic,3,University of Virginia School of Law,LL.M.,1990-01-01,1990,Uof Virginia,LL.M.
John Trice Nixon,Jimmy Carter,Democratic,3,,,,,,
Royce H. Savage,Franklin D. Roosevelt,Democratic,3,,,,,,
Gregory Kent Frizzell,George W. Bush,Republican,3,,,,,,
Claire Eagan,George W. Bush,Republican,3,,,,,,
Sven Erik Holmes,William J. Clinton,Democratic,3,Harvard University,B.A.,1973-01-01,1973,Harvard,B.A.
Terence C. Kern,William J. Clinton,Democratic,3,University of Virginia School of Law,"LL.M., judicial process",2004-01-01,2004,Uof Virginia,LL.M.
John Edward Dowdell,Barack Obama,Democratic,3,,,,,,
Allen Edward Barrow,John F. Kennedy,Democratic,3,,,,,,
James O. Ellison,Jimmy Carter,Democratic,3,,,,,,
Thomas Rutherford Brett,Jimmy Carter,Democratic,3,University of Oklahoma College of Law,J.D.,1971-01-01,1971,Uof Oklahoma,J.D.
Sidney Carr Mize,Franklin D. Roosevelt,Democratic,3,,,,,,
Robert Andrews Hill,Andrew Johnson,Democratic,3,,,,,,
"Dan Monroe Russell, Jr.",Lyndon B. Johnson,Democratic,3,,,,,,
"Walter Louis Nixon, Jr.",Lyndon B. Johnson,Democratic,3,,,,,,
David C. Bramlette,George H.W. Bush,Republican,3,,,,,,
"Daniel Porter Jordan, III",George W. Bush,Republican,3,,,,,,
Keith Starrett,George W. Bush,Republican,3,,,,,,
"Louis Guirola, Jr.",George W. Bush,Republican,3,,,,,,
Halil Suleyman Ozerden,George W. Bush,Republican,3,,,,,,
Tom Stewart Lee,Ronald Reagan,Republican,3,,,,,,
"William Henry Barbour, Jr.",Ronald Reagan,Republican,3,University of Mississippi School of Law,J.D.,1966-01-01,1966,Uof Mississippi,J.D.
Henry Travillion Wingate,Ronald Reagan,Republican,3,,,,,,
"Walter J. Gex, III",Ronald Reagan,Republican,3,,,,,,
Carlton Wayne Reeves,Barack Obama,Democratic,3,,,,,,
William Harold Cox,John F. Kennedy,Democratic,3,,,,,,
Henry Clay Niles,Benjamin Harrison,Republican,3,,,,,,
Samuel Jameson Gholson,Martin Van Buren,Democratic,3,,,,,,
Ben Moore,Franklin D. Roosevelt,Democratic,3,,,,,,
Harry Evans Watkins,Franklin D. Roosevelt,Democratic,3,,,,,,
Dennis Raymond Knapp,Richard M. Nixon,Republican,3,West Virginia University College of Law,LL.B.,1940-01-01,1940,West Virginia,LL.B.
Sidney Lee Christie,Lyndon B. Johnson,Democratic,3,,,,,,
George Warwick McClintic,Warren G. Harding,Republican,3,,,,,,
David A. Faber,George H.W. Bush,Republican,3,University of Virginia School of Law,"LL.M., judicial process",1998-01-01,1998,Uof Virginia,LL.M.
Thomas E. Johnston,George W. Bush,Republican,3,,,,,,
Elizabeth Virginia Hallanan,Ronald Reagan,Republican,3,,,,,,
Robert Charles Chambers,William J. Clinton,Democratic,3,,,,,,
Joseph Robert Goodwin,William J. Clinton,Democratic,3,,,,,,
Irene Cornelia Berger,Barack Obama,Democratic,3,,,,,,
"John Thomas Copenhaver, Jr.",Gerald Ford,Republican,3,,,,,,
"Charles Harold Haden, II",Gerald Ford,Republican,3,,,,,,
Benjamin Franklin Keller,William McKinley,Republican,3,Columbian University School of Law (now George Washington University Law School),LL.B.,1882-01-01,1882,George Washington,LL.B.
Robert Jackson Staker,Jimmy Carter,Democratic,3,,,,,,
Heartsill Ragon,Franklin D. Roosevelt,Democratic,3,,,,,,
John Elvis Miller,Franklin D. Roosevelt,Democratic,3,,,,,,
Harry Jacob Lemley,Franklin D. Roosevelt,Democratic,3,,,,,,
John Henry Rogers,Grover Cleveland,Democratic,3,,,,,,
John Henry Rogers,Grover Cleveland,Democratic,3,,,,,,
William Story,Ulysses Grant,Republican,3,,,,,,
Isaac Charles Parker,Ulysses Grant,Republican,3,,,,,,
Paul X Williams,Lyndon B. Johnson,Democratic,3,,,,,,
Oren Harris,Lyndon B. Johnson,Democratic,3,,,,,,
Frank A. Youmans,William H. Taft,Republican,3,,,,,,
Jimm Larry Hendren,George H.W. Bush,Republican,3,,,,,,
H[ugh] Franklin Waters,Ronald Reagan,Republican,3,,,,,,
Robert Toombs Dawson,William J. Clinton,Democratic,3,,,,,,
Harry F. Barnes,William J. Clinton,Democratic,3,,,,,,
"Paul Kinloch Holmes, III",Barack Obama,Democratic,3,,,,,,
Susan Owens Hickey,Barack Obama,Democratic,3,,,,,,
Timothy Lloyd Brooks,Barack Obama,Democratic,3,,,,,,
Terry Lee Shell,Gerald Ford,Republican,3,,,,,,
Charles Fremont Amidon,Grover Cleveland,Democratic,3,,,,,,
Charles Fremont Amidon,Grover Cleveland,Democratic,3,,,,,,
Ronald Norwood Davies,Dwight D. Eisenhower,Republican,3,,,,,,
George Scott Register,Dwight D. Eisenhower,Republican,3,,,,,,
Paul Benson,Richard M. Nixon,Republican,3,,,,,,
Bruce Marion Van Sickle,Richard M. Nixon,Republican,3,,,,,,
Andrew Miller,Warren G. Harding,Republican,3,,,,,,
Daniel L. Hovland,George W. Bush,Republican,3,,,,,,
Rodney Scott Webb,Ronald Reagan,Republican,3,,,,,,
Patrick Anthony Conmy,Ronald Reagan,Republican,3,,,,,,
Alfred Delavan Thomas,Benjamin Harrison,Republican,3,,,,,,
Alfred Lee Wyman,Herbert Hoover,Republican,3,,,,,,
George Theodore Mickelson,Dwight D. Eisenhower,Republican,3,,,,,,
Axel John Beck,Dwight D. Eisenhower,Republican,3,,,,,,
Andrew Wendell Bogue,Richard M. Nixon,Republican,3,,,,,,
Fred Joseph Nichol,Lyndon B. Johnson,Democratic,3,,,,,,
James Douglas Elliott,William H. Taft,Republican,3,,,,,,
John Bailey Jones,Ronald Reagan,Republican,3,,,,,,
Richard Howard Battey,Ronald Reagan,Republican,3,,,,,,
Charles B. Kornmann,William J. Clinton,Democratic,3,,,,,,
Karen E. Schreier,William J. Clinton,Democratic,3,,,,,,
Lawrence L. Piersol,William J. Clinton,Democratic,3,,,,,,
Roberto Antonio Lange,Barack Obama,Democratic,3,,,,,,
Jeffrey Lynn Viken,Barack Obama,Democratic,3,,,,,,
Alonzo Jay Edgerton,Benjamin Harrison,Republican,3,,,,,,
Donald James Porter,Jimmy Carter,Democratic,3,,,,,,
Charles Brents Kennamer,Herbert Hoover,Republican,3,,,,,,
Robert Edward Varner,Richard M. Nixon,Republican,3,,,,,,
"William Harold Albritton, III",George H.W. Bush,Republican,3,,,,,,
Ira DeMent,George H.W. Bush,Republican,3,,,,,,
William Keith Watkins,George W. Bush,Republican,3,,,,,,
Mark E. Fuller,George W. Bush,Republican,3,,,,,,
,Donald J. Trump,Republican,3,,,,,,
,Donald J. Trump,Republican,3,,,,,,
Myron Herbert Thompson,Jimmy Carter,Democratic,3,,,,,,
Truman McGill Hobbs,Jimmy Carter,Democratic,3,,,,,,
Walter Hartman Hodge,Dwight D. Eisenhower,Republican,3,,,,,,
James Arnold von der Heydt,Lyndon B. Johnson,Democratic,3,,,,,,
"James Keith Singleton, Jr.",George H.W. Bush,Republican,3,,,,,,
John W. Sedwick,George H.W. Bush,Republican,3,,,,,,
Ralph R. Beistline,George W. Bush,Republican,3,,,,,,
Timothy Mark Burgess,George W. Bush,Republican,3,University of Alaska Fairbanks,M.B.A.,1982-01-01,1982,Uof Alaska Fairbanks,M.B.A.
H[ezekiah] Russel Holland,Ronald Reagan,Republican,3,,,,,,
Sharon Louise Gleason,Barack Obama,Democratic,3,,,,,,
Raymond Eugene Plummer,John F. Kennedy,Democratic,3,,,,,,
James Martin Fitzgerald,Gerald Ford,Republican,3,,,,,,
Olin Hatfield Chilson,Dwight D. Eisenhower,Republican,3,,,,,,
Alfred Albert Arraj,Dwight D. Eisenhower,Republican,3,,,,,,
Moses Hallett,Ulysses Grant,Republican,3,,,,,,
William Lee Knous,Harry S Truman,Democratic,3,,,,,,
Richard Paul Matsch,Richard M. Nixon,Republican,3,,,,,,
Sherman Glenn Finesilver,Richard M. Nixon,Republican,3,,,,,,
Fred M. Winner,Richard M. Nixon,Republican,3,,,,,,
John Foster Symes,Warren G. Harding,Republican,3,,,,,,
Daniel B. Sparr,George H.W. Bush,Republican,3,,,,,,
"Edward Willis Nottingham, Jr.",George H.W. Bush,Republican,3,,,,,,
Phillip S. Figa,George W. Bush,Republican,3,,,,,,
Philip A. Brimmer,George W. Bush,Republican,3,,,,,,
Marcia S. Krieger,George W. Bush,Republican,3,,,,,,
Robert E. Blackburn,George W. Bush,Republican,3,,,,,,
Christine M. Arguello,George W. Bush,Republican,3,,,,,,
Lewis Thornton Babcock,Ronald Reagan,Republican,3,University of Virginia School of Law,LL.M.,1988-01-01,1988,Uof Virginia,LL.M.
Wiley Young Daniel,William J. Clinton,Democratic,3,,,,,,
Walker David Miller,William J. Clinton,Democratic,3,,,,,,
Richard Brooke Jackson,Barack Obama,Democratic,3,,,,,,
Raymond Paul Moore,Barack Obama,Democratic,3,,,,,,
William Joseph Martinez,Barack Obama,Democratic,3,,,,,,
,Donald J. Trump,Republican,3,,,,,,
"John L. Kane, Jr.",Jimmy Carter,Democratic,3,,,,,,
Zita Leeson Weinshienk,Jimmy Carter,Democratic,3,,,,,,
James R. Carrigan,Jimmy Carter,Democratic,3,New York University School of Law,LL.M.,1956-01-01,1956,New York,LL.M.
Cyrus Nils Tavares,Dwight D. Eisenhower,Republican,3,,,,,,
Samuel Pailthorpe King,Richard M. Nixon,Republican,3,,,,,,
J[ohn] Michael Seabright,George W. Bush,Republican,3,,,,,,
David Alan Ezra,Ronald Reagan,Republican,3,,,,,,
Harold Michael Fong,Ronald Reagan,Republican,3,,,,,,
Alan Cooke Kay,Ronald Reagan,Republican,3,,,,,,
Susan Oki Mollway,William J. Clinton,Democratic,3,Harvard Law School,J.D.,1981-01-01,1981,Harvard,J.D.
Helen W. Gillmor,William J. Clinton,Democratic,3,,,,,,
Derrick Kahala Watson,Barack Obama,Democratic,3,,,,,,
Leslie Emi Kobayashi,Barack Obama,Democratic,3,,,,,,
,Donald J. Trump,Republican,3,,,,,,
Martin Pence,John F. Kennedy,Democratic,3,,,,,,
Dick Yin Wong,Gerald Ford,Republican,3,Northwestern University School of Law,J.D.,1950-01-01,1950,Northwestern,J.D.
Walter Meheula Heen,Jimmy Carter,Democratic,3,,,,,,
Ewing Thomas Kerr,Dwight D. Eisenhower,Republican,3,Central State Teachers College (now University of Central Oklahoma),B.S.,1923-01-01,1923,Uof Central Oklahoma,B.S.
Thomas Blake Kennedy,Warren G. Harding,Republican,3,"Franklin College, New Athens, Ohio",A.M.,1898-01-01,1898,"Franklin, New Athens, Ohio",M.A.
Alan Bond Johnson,Ronald Reagan,Republican,3,,,,,,
William F. Downes,William J. Clinton,Democratic,3,,,,,,
Nancy Dell Freudenthal,Barack Obama,Democratic,3,,,,,,
Scott Wesley Skavdahl,Barack Obama,Democratic,3,,,,,,
John Alden Riner,Benjamin Harrison,Republican,3,,,,,,
"Clarence Addison Brimmer, Jr.",Gerald Ford,Republican,3,,,,,,
Robert Allen Grant,Dwight D. Eisenhower,Republican,3,,,,,,
Allen Sharp,Richard M. Nixon,Republican,3,Butler University,M.A.,1986-01-01,1986,Butler,M.A.
Theresa Lazar Springmann,George W. Bush,Republican,3,,,,,,
Joseph S. Van Bokkelen,George W. Bush,Republican,3,,,,,,
Philip P. Simon,George W. Bush,Republican,3,,,,,,
James Tyne Moody,Ronald Reagan,Republican,3,,,,,,
Rodolfo Lozano,Ronald Reagan,Republican,3,,,,,,
William Charles Lee,Ronald Reagan,Republican,3,,,,,,
"Robert Lowell Miller, Jr.",Ronald Reagan,Republican,3,,,,,,
Jon Ernest DeGuilio,Barack Obama,Democratic,3,,,,,,
,Donald J. Trump,Republican,3,Indiana University McKinney School of Law,Civil Mediator Certificate,2013-01-01,2013,Indiana McKinney,Certificate
George N. Beamer,John F. Kennedy,Democratic,3,,,,,,
"Phil McClellan McNagny, Jr.",Gerald Ford,Republican,3,,,,,,
Cale James Holder,Dwight D. Eisenhower,Republican,3,,,,,,
William Elwood Steckler,Harry S Truman,Democratic,3,,,,,,
James Ellsworth Noland,Lyndon B. Johnson,Democratic,3,Indiana University School of Law -- Bloomington (now Maurer School of Law),J.D.,1948-01-01,1948,Maurer,J.D.
William T. Lawrence,George W. Bush,Republican,3,,,,,,
Larry J. McKinney,Ronald Reagan,Republican,3,,,,,,
Sarah Evans Barker,Ronald Reagan,Republican,3,,,,,,
Richard L. Young,William J. Clinton,Democratic,3,,,,,,
Jane Elizabeth Magnus-Stinson,Barack Obama,Democratic,3,,,,,,
Tanya Walton Pratt,Barack Obama,Democratic,3,,,,,,
"James Russell Sweeney, II",Donald J. Trump,Republican,3,,,,,,
,Donald J. Trump,Republican,3,,,,,,
Samuel Hugh Dillin,John F. Kennedy,Democratic,3,,,,,,
Gene Edward Brooks,Jimmy Carter,Democratic,3,,,,,,
David Welford Williams,Richard M. Nixon,Republican,3,,,,,,
Lawrence Tupper Lydick,Richard M. Nixon,Republican,3,,,,,,
Robert Firth,Richard M. Nixon,Republican,3,,,,,,
Robert Joseph Kelleher,Richard M. Nixon,Republican,3,,,,,,
"William Matthew Byrne, Jr.",Richard M. Nixon,Republican,3,,,,,,
Malcolm Millar Lucas,Richard M. Nixon,Republican,3,,,,,,
Manuel Lawrence Real,Lyndon B. Johnson,Democratic,3,,,,,,
Robert C. Bonner,George H.W. Bush,Republican,3,,,,,,
Gary L. Taylor,George H.W. Bush,Republican,3,,,,,,
Lourdes Gillespie Baird,George H.W. Bush,Republican,3,"University of California, Los Angeles, School of Law",J.D.,1976-01-01,1976,"Uof California, Los Angeles",J.D.
Linda Hodge McLaughlin,George H.W. Bush,Republican,3,,,,,,
Percy Anderson,George W. Bush,Republican,3,,,,,,
Valerie Baker Fairbank,George W. Bush,Republican,3,"University of California, Los Angeles, School of Law",J.D.,1975-01-01,1975,"Uof California, Los Angeles",J.D.
George H. Wu,George W. Bush,Republican,3,,,,,,
Cormac J. Carney,George W. Bush,Republican,3,,,,,,
John F. Walter,George W. Bush,Republican,3,,,,,,
Philip S. Gutierrez,George W. Bush,Republican,3,,,,,,
Robert Gary Klausner,George W. Bush,Republican,3,"Loyola Law School, Los Angeles, California",J.D.,1967-01-01,1967,"Loyola, Los Angeles, California",J.D.
"Otis D. Wright, II",George W. Bush,Republican,3,,,,,,
James V. Selna,George W. Bush,Republican,3,,,,,,
Andrew J. Guilford,George W. Bush,Republican,3,,,,,,
George P. Schiavelli,George W. Bush,Republican,3,,,,,,
S. James Otero,George W. Bush,Republican,3,,,,,,
Stephen G. Larson,George W. Bush,Republican,3,,,,,,
Dale S. Fischer,George W. Bush,Republican,3,,,,,,
Edward Rafeedie,Ronald Reagan,Republican,3,,,,,,
James M. Ideman,Ronald Reagan,Republican,3,,,,,,
Ronald S. W. Lew,Ronald Reagan,Republican,3,,,,,,
"Richard Arthur Gadbois, Jr.",Ronald Reagan,Republican,3,University of Southern California Law School,,1960-01-01,1960,Uof Southern California,
Harry Lindley Hupp,Ronald Reagan,Republican,3,,,,,,
John G. Davies,Ronald Reagan,Republican,3,,,,,,
Alicemarie Huber Stotler,Ronald Reagan,Republican,3,,,,,,
William J. Rea,Ronald Reagan,Republican,3,,,,,,
William Duffy Keller,Ronald Reagan,Republican,3,,,,,,
Stephen Victor Wilson,Ronald Reagan,Republican,3,George Washington University Law School,LL.M.,1973-01-01,1973,George Washington,LL.M.
J[ohn] Spencer Letts,Ronald Reagan,Republican,3,,,,,,
"Dickran M. Tevrizian, Jr.",Ronald Reagan,Republican,3,,,,,,
Christina A. Snyder,William J. Clinton,Democratic,3,,,,,,
Gary Allen Feess,William J. Clinton,Democratic,3,,,,,,
Carlos R. Moreno,William J. Clinton,Democratic,3,,,,,,
Nora Margaret Manella,William J. Clinton,Democratic,3,,,,,,
Margaret M. Morrow,William J. Clinton,Democratic,3,,,,,,
A. Howard Matz,William J. Clinton,Democratic,3,,,,,,
Audrey B. Collins,William J. Clinton,Democratic,3,"University of California, Los Angeles, School of Law",J.D.,1977-01-01,1977,"Uof California, Los Angeles",J.D.
Dean D. Pregerson,William J. Clinton,Democratic,3,,,,,,
Virginia A. Phillips,William J. Clinton,Democratic,3,,,,,,
David O. Carter,William J. Clinton,Democratic,3,,,,,,
Florence-Marie Cooper,William J. Clinton,Democratic,3,,,,,,
Robert J. Timlin,William J. Clinton,Democratic,3,Georgetown College (now Georgetown University) Law Center,LL.M.,1964-01-01,1964,Georgetown,LL.M.
George H. King,William J. Clinton,Democratic,3,,,,,,
"Andre Birotte, Jr.",Barack Obama,Democratic,3,,,,,,
Beverly Reid O'Connell,Barack Obama,Democratic,3,,,,,,
Fernando Manzano Olguin,Barack Obama,Democratic,3,"University of California, Berkeley, Boalt Hall School of Law",J.D.,1989-01-01,1989,"Uof California, Berkeley",J.D.
Michael Walter Fitzgerald,Barack Obama,Democratic,3,,,,,,
Josephine L. Staton,Barack Obama,Democratic,3,,,,,,
Dolly Maizie Gee,Barack Obama,Democratic,3,,,,,,
John Arnold Kronstadt,Barack Obama,Democratic,3,,,,,,
Jesus Gilberto Bernal,Barack Obama,Democratic,3,,,,,,
"Laughlin Edward Waters, Sr.",Gerald Ford,Republican,3,,,,,,
Robert Mitsuhiro Takasugi,Gerald Ford,Republican,3,,,,,,
David Vreeland Kenyon,Jimmy Carter,Democratic,3,,,,,,
Consuelo Bland Marshall,Jimmy Carter,Democratic,3,Howard University School of Law,LL.B.,1961-01-01,1961,Howard,LL.B.
Mariana R. Pfaelzer,Jimmy Carter,Democratic,3,,,,,,
"Terry J. Hatter, Jr.",Jimmy Carter,Democratic,3,,,,,,
Hernan Gregorio Pesquera,Richard M. Nixon,Republican,3,,,,,,
JosÃ© Victor Toledo,Richard M. Nixon,Republican,3,,,,,,
Hiram Rafael Cancio,Lyndon B. Johnson,Democratic,3,,,,,,
Juan B. Fernandez-Badillo,Lyndon B. Johnson,Democratic,3,,,,,,
"Gustavo Antonio GelpÃ­, Jr.",George W. Bush,Republican,3,,,,,,
Francisco Augusto Besosa,George W. Bush,Republican,3,,,,,,
Aida M. Delgado-ColÃ³n,George W. Bush,Republican,3,,,,,,
JosÃ© Antonio FustÃ©,Ronald Reagan,Republican,3,,,,,,
HÃ©ctor Manuel Laffitte,Ronald Reagan,Republican,3,Georgetown College (now Georgetown University) Law Center,LL.M.,1960-01-01,1960,Georgetown,LL.M.
Raymond L. Acosta,Ronald Reagan,Republican,3,,,,,,
"Jaime Pieras, Jr.",Ronald Reagan,Republican,3,,,,,,
Jay A. Garcia-Gregory,William J. Clinton,Democratic,3,University of Puerto Rico School of Law,LL.B.,1972-01-01,1972,Uof Puerto Rico,LL.B.
Daniel R. DomÃ­nguez,William J. Clinton,Democratic,3,,,,,,
Salvador E. Casellas,William J. Clinton,Democratic,3,Harvard Law School,LL.M.,1961-01-01,1961,Harvard,LL.M.
Pedro Alberto Delgado HernÃ¡ndez,Barack Obama,Democratic,3,,,,,,
,Donald J. Trump,Republican,3,Harvard Law School,LL.M.,1994-01-01,1994,Harvard,LL.M.
Juan Manuel PÃ©rez-GimÃ©nez,Jimmy Carter,Democratic,3,University of Puerto Rico School of Law,LL.B.,1968-01-01,1968,Uof Puerto Rico,LL.B.
Gilberto Gierbolini-Ortiz,Jimmy Carter,Democratic,3,,,,,,
Carmen Consuelo Cerezo,Jimmy Carter,Democratic,3,University of Virginia School of Law,LL.M.,1988-01-01,1988,Uof Virginia,LL.M.
Philip Charles Wilkins,Richard M. Nixon,Republican,3,,,,,,
Oliver Winston Wanger,George H.W. Bush,Republican,3,,,,,,
David F. Levi,George H.W. Bush,Republican,3,Stanford Law School,J.D.,1980-01-01,1980,Stanford,J.D.
William B. Shubb,George H.W. Bush,Republican,3,,,,,,
"Garland Ellis Burrell, Jr.",George H.W. Bush,Republican,3,Washington University in St. Louis,M.S.W.,1976-01-01,1976,Washington in St. Louis,M.S.W.
"Morrison C. England, Jr.",George W. Bush,Republican,3,,,,,,
Lawrence Joseph O'Neill,George W. Bush,Republican,3,"University of California, Hastings College of the Law",J.D.,1979-01-01,1979,"Uof California, Hastings the",J.D.
John A. Mendez,George W. Bush,Republican,3,,,,,,
Robert Everett Coyle,Ronald Reagan,Republican,3,,,,,,
Edward J. Garcia,Ronald Reagan,Republican,3,,,,,,
Anthony W. Ishii,William J. Clinton,Democratic,3,"University of California, Berkeley, Boalt Hall School of Law",J.D.,1973-01-01,1973,"Uof California, Berkeley",J.D.
"Frank C. Damrell, Jr.",William J. Clinton,Democratic,3,,,,,,
Dale Alan Drozd,Barack Obama,Democratic,3,,,,,,
Kimberly Jo Mueller,Barack Obama,Democratic,3,,,,,,
Troy Lynne Nunley,Barack Obama,Democratic,3,,,,,,
Lawrence K. Karlton,Jimmy Carter,Democratic,3,,,,,,
Milton Lewis Schwartz,Jimmy Carter,Democratic,3,,,,,,
Edward Dean Price,Jimmy Carter,Democratic,3,,,,,,
Raul Anthony Ramirez,Jimmy Carter,Democratic,3,,,,,,
William Terrell Hodges,Richard M. Nixon,Republican,3,,,,,,
"John Alton Reed, Jr.",Richard M. Nixon,Republican,3,,,,,,
"Isaac Benjamin Krentzman, Jr.",Lyndon B. Johnson,Democratic,3,,,,,,
Charles Ray Scott,Lyndon B. Johnson,Democratic,3,,,,,,
Anne C. Conway,George H.W. Bush,Republican,3,,,,,,
Harvey Erwin Schlesinger,George H.W. Bush,Republican,3,,,,,,
"Ralph Wilson Nimmons, Jr.",George H.W. Bush,Republican,3,,,,,,
Steven Douglas Merryday,George H.W. Bush,Republican,3,,,,,,
Mary Stenson Scriven,George W. Bush,Republican,3,,,,,,
Marcia Morales Howard,George W. Bush,Republican,3,,,,,,
Virginia Maria Hernandez Covington,George W. Bush,Republican,3,Georgetown University Law Center,J.D.,1980-01-01,1980,Georgetown,J.D.
Timothy J. Corrigan,George W. Bush,Republican,3,,,,,,
George Kendall Sharp,Ronald Reagan,Republican,3,,,,,,
Patricia C. Fawsett,Ronald Reagan,Republican,3,University of Florida College of Law,J.D.,1973-01-01,1973,Uof Florida,J.D.
